tweets,polarity
"I picture Uncle Sam as having the Declaration of Independence tattooed on his back, guns strapped to his chest, lots of explosions",positive
"@giraffage not a whole lot, catnip is for pussies",negative
Así es,positive
C'est la vie,positive
@CeciliaEsquive_ you have pet names for food because you're so fat,positive
"I find solace in the fact that some people are more lost than I am, then I realize how fucked up that is",negative
“@NigmaNoname: what the fuck just happened” I ask myself the same question every time I wake up,negative
"In other news, as a computer programmer, it's a little hard to do my job without having a computer...",negative
"It's just a little awkward, but I guess this means I'm one of da homies #trill",negative
"Coworkers took me to Twin Peaks Wednesday...

Car Wash Wednesday",negative
"Coworker telling me dirty pick up lines to use on the waitress at Bone Daddy's.... 

Coworkers took me to Bone Daddy's...",negative
"@MicaKohl 1) Tweet good things
2) Favorite good things
3) Retweet good things

Your sister has achieved Twitter goodness",positive
It's casual Friday #TYBG,positive
HAPPY BIRTHDAY MOMMA I LOVE YOU!!!!!!!!!!!!!!!!!!!!!! KEEP MAKING THINGS BETTER WITH THAT SMILE &lt;3333 @Gwenae18,positive
"Please go follow the bestest person ever, the supreme lady of the land, one of my favorite people ever, the super cool @MicaKohl :D",positive
"@thirdeyemary @CeciliaEsquive_ speaking the truth, the whole truth, and nothing but the truth",negative
. @CeciliaEsquive_ is so fat she sat on a Nokia phone and it broke,negative
. @CeciliaEsquive_ is so fat she has her own zip code,negative
. @CeciliaEsquive_ is so fat she actually perspires mayonnaise,negative
@thirdeyemary ily more though :P,negative
"My pair of earphones are screaming at me ""KILL US NOW""",positive
The weather is perfect :),positive
"Casual Fridays: what you're wearing now, except with jeans",positive
"Casual Fridays: a full suit, but with sandals instead of shoes",positive
"There should be an award for worst employee badge picture ever taken in the entire history of time, space, and existence itself, for me",negative
"@Franciscooo_34 @Shane_Appell oh, I hate him to no end, that's why I'm naming my first child after him",negative
"I start work tomorrow with @Shane_Appell!!! Super pumped, ready to get started!!!",positive
Houston weather/atmosphere/as a whole sucks as always,negative
"Had a good time on that cruise, but getting off the boat at the end is something brutal",negative
"Also, I'm getting dark tan as all hell",negative
"Much love from Jamaica, no worries!!!",positive
"If I take the SIM card out of my phone, will I get all of the text messages people sent me from then until I put it back in?",negative
@Brett4L 4 real homie?,positive
"@mightymeghy it did make sense, it was good! 
Damn, that was so long ago...",negative
"“@jparecki95: @v_jorgea bouta record something real quick, back in a flash~” PARECKI OFF AT THE SPEED OF LIIIIIIGGGGHHHHHTTTTTT",negative
"@jparecki95 oh, thank god, I was sure we used protection",positive
@jparecki95 u praegnant?,negative
@mightymeghy you're my favorite omg,positive
@mightymeghy first thing you did was apologize,negative
"@mightymeghy nah, you were still 17 :P",negative
"HAPPY 18TH BIRTHDAY MEGGY-POO, LOVE YOU, KEEP BEING AWESOME!!!!!!!!!!!!!!!!!!!!! @MIGHTYMEGHY",positive
@mightymeghy I hoped that would rhyme...,negative
@mightymeghy what happens then?,negative
@mightymeghy you can probably fit in my luggage,positive
@yungfedora Darude - Sandstorm,negative
"@thirdeyemary THANKS, I WILLLLLLLL :D",positive
@likescats_ thanks!!! Both of those are on my to-do list :D,positive
"There better be free wifi somewhere though, I hope to lawd baby Jesus",negative
"Going on a cruise tomorrow, if you need to contact me (because I'm that popular, right?) send me a Facebook message and I'll reply ASAP",negative
The first three minutes or so of the Sailor Moon intro were ridiculously dramatic,positive
"@Gwenae17 it's my sister's backpack, I'll buy you one when I can",negative
Do yourself a favor and read this http://t.co/uOOf3yHhlA,positive
Closure in Moscow always fits the mood,negative
"The future is fine
My soul is elated
She's coming on home and I'm kissing the face of infinity",negative
"Hard to believe I was swimming in my mind, lost in the sea
Quick fix schemes had a hold on me",negative
Happy 16 de Septiembre wait...,positive
Happy #FreedomFriday,positive
@Gwenae17 but subs suck less,positive
"I'm pretty sure I can stop at Radio Shack in a bit and pick up supplies to cash in on the ""internet of things"" craze going on",negative
"#LearnToStretch2K14
#TeachToStretch2K14
#StopIncorrectAsanas2K14",negative
This is really bothering me,negative
"Dude in the parking space in front isn't stretching correctly, and I really want to correct him, but that would be weird, so I didn't",negative
"I just nod and flash one of my world famous ""Awkward-as-Fuck"" smiles tht everyone knows so well",negative
Making eye contact with a fat shirtless dude at White Rock will never not be awkward,negative
"I forgot about the 4th of July, which is weird because a guy near my house is selling fireworks on his front lawn",negative
@jparecki95 ITS K BECAUSE FUCKING RRRRREEEEEEEEEEVVVVVVVVVVVVOOOOOOOOOOOOOOOOOOOO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,negative
"Ain't even gonna check my AP scores guys, I'm just going by the check I'm getting in December",negative
"It's k, there's always the weekends, and SMU is close by",positive
Today was my last day at the Perot for about another 3 weeks or so T~T,negative
Perot today again #wooooo,negative
“@USATODAY: A 53-year-old man with a Michigan tattoo on his head has no regrets: http://t.co/X1pMRyha1Z http://t.co/mB5wVrCBGW” Real news,positive
Keep on following your dreams,positive
S/O to my dad for searching for google in the google search bar to click on the link to google to get to google so he can google,negative
"Keep on keeping on, just try not to die on the way",positive
"Stress is like pushing a boulder up a hill: move out of the way, let it roll down, and keep on climbing that hill",positive
"Alright, someone please call me at 2:30 am to wake me up so I can get to work on time. Thanks &lt;3",negative
"@v_jorgea ""that's fake abuey""
""Como sabes?""",negative
I couldn't take my great grandma seriously anymore after she watered fake plants and tried to feed my sister's dolls...,negative
"Grandpa: ""Really?!?! I thought she was Mormon!!!"" (In Spanish)
Her: ""SI, SI ES!!!""",negative
"Great grandma's black nurse walks in.
G-Grandma leans in real close to me and whispers ""Es negrita...""",negative
Charmin Ultra is a Bear-Necessity,negative
Seeing them is a bear necessity,negative
Anamanaguchi is here in September,positive
"@burritobby well fuck... So no walmart I guess, huh?",negative
"No but srsly, this shit is shady http://t.co/Xax5pgCXrl",negative
"The instructions said to apply to affected area, sacrifice a small calf, then do some chant",positive
Just rubbed some weird Mexican voodoo shit on my poison ivy...,negative
"@burritobby @BMX109 yes, and that restriction is only for certain positions I thought",negative
@SoleilKohl I'll buy you one,positive
@BMX109 none in red oak. What about best buy?,negative
@BMX109 true... What about GameStop?,negative
"Oh fuck, I'm pretty sure my Animal Crossing town is overrun with weeds by now :(",negative
"@3chorddorks I feel like portability and the 3DS controls lend itself well to this type of game, so I'll go with 3DS. Thanks dawg!",positive
"@3chorddorks oh. I want to buy it, but can't decide on which version to get",negative
"I did the children's museum and the art lab at the Perot today, and it wasn't all that bad :)",negative
"@BMX109 Taco Bell or Panda Express in Red Oak, I'll come visit you",positive
@3chorddorks would you recommend it over the PC version though?,positive
“@v_jorgea: Boobs” tweet #6969,negative
Boobs,negative
@jesussan16 ios doesn't get any alpha builds :(,negative
@jesussan16 dat alpha build tho,positive
“@FairToMidland: FTM + 10 Years = Awesome Tour http://t.co/bjg3q2SuRR” T~T,positive
@wondroushippo I do too :'(,negative
"Karnivool was the first related artist to Fair to Midland on Spotify. They're not that similar, but still good",negative
@JennMayen it doesn't is the problem,negative
@internets I gain none regardless,positive
I should tweet something special for tweet number 6969,positive
“@nytimes: The soccer balls are missing from these World Cup photos. Can you find them? http://t.co/WnSANPzrPQ” they're under Waldo,negative
@v_jorgea this is how it goes for me,negative
"When you sing along to Hendrix during yoga, then the teacher sings along, and then you're out of breath and sweaty and gasping then you die",positive
"@CeciliaEsquive_ my yogi says it in his Darth Vader voice and then yells ""BREATHE"" and it's awesome and scary god I love yoga",negative
"@thirdeyemary 0.o

At least it's well fed?",positive
"@thirdeyemary absolutely nothing, that sounds like a party",positive
I feel hella ghetto... http://t.co/7E8DrNObSb,negative
"$20, not bad",negative
Y'all thought I was kidding http://t.co/mqO36GIjfh,positive
I'm putting the flag up in my dorm room at SMU so that I can get beat up and hated,negative
@v_jorgea the one on Jefferson,negative
"Hold up, I'm stopping to buy a Mexican flag from some dude on the road in front of Fiesta",positive
"I wrote a song about Twitter called ""I Wrote a Song About Twitter"" and it's 10 seconds long",positive
“@HiMyNamesCorbin: Just played the drums naked for the first time ever.... #LifeChangingExperience”,negative
The Malt in Our Bars,positive
The Fault in GM’s Cars,negative
Kimmy-Kim wanna nuke us with his bottle rockets http://t.co/4QAoExxOOC,positive
@hodapp tears of blood,negative
@SoleilKohl card reader at the Townview Shell has a knife in it,positive
Ballin' too hard http://t.co/MeiMQGYxfh,negative
"Sometimes people sarcastically ask me “Why are you so cool?”
And I tell them it’s because I shop at Walmart",negative
"@funnol ""ay gurl, you wan sum fuck?""",negative
“@mannynava: dead LOL http://t.co/hfnzKbjs0g” straight outta Twilight http://t.co/F9zTjjMQ4m,positive
@jparecki95 yusssss http://t.co/hsfQ2oPFJQ,positive
@jparecki95 tru http://t.co/w76fI9tM5f,positive
I want that huge ass cutout of Piojo's face,negative
@jparecki95 milestone,positive
Even with a tie they would've moved on #MEX,negative
#MEX Hell yeah!!!,negative
Wow,positive
http://t.co/UhyuP12foq,positive
http://t.co/GICcGwGgFJ,positive
http://t.co/Fmq8GrjdBQ,positive
http://t.co/SQJ3F5VyIc,positive
http://t.co/5tzwwn1h3A,positive
HOLY FUCKING HELL,negative
MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ MARQUEZ,negative
GOOD JOB REF http://t.co/WxqK49xNYl,positive
SHIT GONNA GET REAL NOW #MEX,negative
Meanwhile Brazil is killin it 3-1,positive
@thirdeyemary the only downside,negative
@jparecki95 @PrincezzxDiana SWEATY MEN PLAYING WITH BALLS,positive
@jparecki95 @PrincezzxDiana MEXICO'S PLAYING THO!!!!!!,negative
"@thirdeyemary that's about an hour early though, no?",negative
Grandma put a rosary on the TV @mannynava,negative
@thirdeyemary was it completely packed?,negative
I want one of them Mexico jackets,negative
@thirdeyemary sure!!!,positive
@thirdeyemary omg that's too awesome!!! I'm down for whenever!!!,positive
@thirdeyemary DID YOU GET ME A HUG?!?!?! I'm sorry I missed out T~T,negative
Tomorrow we're gonna play Terraria and Monaco all day together :D #thankyousteamsale,negative
"Awesomenauts was a good purchase, lil sis and I were killin' it on co-op",positive
"""Of course you can touch my guitars! No, this is single player, but I'll let you play too! Oh, you wanna watch? Well, I'd LOVE your opinion""",positive
"I hate when people interpret me hiding in my room as ""Please, come in, let's talk, and feel free to touch my drumset!""",negative
I missed yoga cuz I fell asleep wat do,negative
@CeciliaEsquive_ always,positive
@thirdeyemary enjoy it though! And get a hug for me!!!,negative
"@thirdeyemary I don't think so T~T

I'm sorry, I'll let you know if anything changes, but it doesn't look like I will",negative
It's good cuz I just so happened to run out this morning 😁,negative
I got lil baby deodorant from the triathlon this morning http://t.co/KKULBobPDq,positive
PINK TEAM ALLLL DA WAAAAYYYYY,positive
GREEN TEAM MAKIG A COMEBACK,negative
I probably shouldn't have fallen asleep at 1:30...,negative
"@jparecki95 T~T

I feel deprived of gifs",negative
@jparecki95 probably the drag n drop part,negative
@v_jorgea @jparecki95,negative
"I'm tweeting about my proposed suicide...

My dogs get all my shit, except for my shoes. Send my shoes to Mitt Romney.",negative
@jparecki95 IM GONNA KILL MYSELF :),negative
I can count on @jparecki95 senpai to retweet me within 10 seconds,positive
I'm a moderator of http://t.co/936ImyCYhh,positive
I get to wake up at 3:30 tomorrow to volunteer at a triathlon,negative
@CeciliaEsquive_ Atlanta is gonna slap you in the face really hard an it's gonna hurt,negative
You'll have a great time if you do. Don't be a wuss. Take a chance. Look at yourself. Look left. Now right. Back at me. I'm on a horse.,positive
"Go download Yo. From the AppStore. Do it. While you're at it, add ""JorgeValdez"". C'mon, do it. It'll improve your quality of life.",positive
"Oh, look, @Estrogenitals joined twitter",positive
"""Karma means meat in Spanish, how do you live here all your life and not know that?""",positive
@jparecki95 of course bby,positive
“@jparecki95: @v_jorgea ...this is why we're friend 8)” this and THE ENDLESS SUPPLY OF NUDES/SEXTS,negative
@jparecki95 ASSUMING THAT'S NOT ALREADY PART OF MY DAILY ROUTINE,negative
@jparecki95 IM FAPPING,negative
@jparecki95 some show use plot twists (tits) to keep you entertained,positive
"@jparecki95 ahh, noice!!!",negative
Wilfred it is :D,negative
@jesussan16 SEEN IT,negative
"@jparecki95 :(

I'm mooching of my friend :P",positive
@jparecki95 dat shit on Netflix?,negative
@jparecki95 @DarkDarrenA turkey stuffing = cum,negative
@v_jorgea all the good shows tend to show titties I learned recently,positive
What should I watch on Netflix?,negative
Teaching lil sis how to play Hearthstone. I'm gonna play a game with her online every day while I'm in college.,negative
@thirdeyemary &lt;333,positive
@DarkDarrenA MAKE IT RAIN,negative
"@thirdeyemary lemme see if I can find a ride, I'll let you know",positive
@thirdeyemary what time?,negative
Ochoa #MVP,negative
“@NigmaNoname: This Mexican goalie is a brick fucking wall” MEMOOOOOOOOO,negative
@Shane_Appell y u gotta b liek dat?,negative
@Shane_Appell pictures of Kanye then,negative
@Shane_Appell I'm actually super pumped. And I get a whole space to put up pictures of kitties and shit,negative
Can't wait to start sitting around at work with @Shane_Appell!!!,positive
Memo's a robot swear to god,negative
SO CLOSE,negative
Brazil's goalie http://t.co/KDEYTo5eUR,positive
HOLY SHIT,negative
Bottoms up!!!,positive
"Memo's like ""chill niggas""",negative
Not even 10 seconds wow,positive
Everyone singing the Mexican national anthem is off key and I love it so much,positive
"@JennMayen it is, espn sucks",negative
Eww this is in Spanish :(,positive
"First actual World Cup game I watch, I'm going for #MEX!!!!!!!!!!!!!!!!!!",positive
@thirdeyemary @Gwenae17 and ridiculously cuddly!!!,negative
@Gwenae17 @thirdeyemary yes!!! If she's female!!!,positive
". @thirdeyemary and I are meant to be, and we're gonna make a baby :D",negative
@thirdeyemary &lt;3 LETS MAKE A BABY RIGHT NOW!!!!!!!!,positive
@thirdeyemary I LOVE BUCKETHEAD!!!!!!!!,positive
I got a new header photo,negative
I put my head between my knees because that's how I roll #tumbling,negative
"Ride a pogo stick down the streets of LA, you'll be runnin them in no time guarenteed",positive
Brasil vs. Mexico today at 2:00 http://t.co/daRwYtI9EJ,positive
"Peace, love, and friendly shenanigans, chill and have a kitty &lt;3 http://t.co/RqGgHRNshR",positive
"@SoleilKohl it's fantastic, I've seen the majority after about season 2, but not the whole thing. Not yet anyways",negative
@JennMayen even better,negative
@JennMayen I'll check it out. I hope it's not like a crappy novela though...,positive
"@JennMayen not yet, is it any good?",negative
@Shane_Appell that's called quoting a tweet,positive
"@Shane_Appell not unless they follow you dude, l2twitter",negative
Got mom to watch Breaking Bad with me from the beginning,negative
“@Shane_Appell: @v_jorgea I was told twitter was a welcoming place” cute,negative
Ur fat @Shane_Appell,negative
Ian and I with this asshole cutie patootie http://t.co/MbuEdZC4IX,positive
Me and this fat chick @ceciliaesquive_ #fugly http://t.co/g0BtHSxWSL,negative
"I drove at night for the first time. It also happened to be my first time on the freeway...

That shit is terrifying.",negative
"I started watching House of Cards, and now I can't stop",negative
"Potato salad:
A weird concoction, and yet
It is delicious
#haiku",negative
"It's fucking stupid, but I don't give a fuck because it's my fucking money and I can spend it on whatever the fuck I want motherfucker 😀",negative
You know I'm extra pissed off when I buy two video games at retail price,negative
"When I'm pissed off to no end, I end up spending money on video games.",negative
“@IGN: Diable 3 will run at 900p on the Xbox One. http://t.co/j73AM44xOE http://t.co/9ZmJp4o7n0” Unplayable,positive
"I hate having family over...

Well, certain family....",negative
Please get the fuck out of my house,negative
@Brett4L tite Gucci tomato,negative
@3chorddorks @pertheseus @teefury HOLY SHIT THAT'S A COOL SHIRT,negative
Novelas on Univision http://t.co/4MOX2qMQ2O,positive
@69hunna T~T,negative
"President to Mabel: ""I'm making you a United States Senator!!!""
Mabel: ""I'm making everything legal!!!""
I love Gravity Falls",positive
#smh http://t.co/ofi3cN0EEa,positive
"My cousin and I have been playing Borderlands 2 since 8:30... We just now stopped...

What the fuck am I doing with my life?",negative
@BMX109 of course!!!,positive
"@grhufnagl that's true, I know they're not as valuable as a Jersey ""Thank You"" or a North Korean U. S. A. chant",positive
@grhufnagl the negatives come from overflow of course,positive
"@grhufnagl I know 1 Canadian sorry is about -67 New York sorries, which is about -3.14 Texas sorries... Mebbe about .3629 US Midwestern?",negative
"Tomorrow, Friday the 13th, is also a full moon...

Time to bust out my Ocarina and play the Song of Time",negative
I got cancer from my last tweet,negative
"Whole Lotta Anal
Anal Pools
Backseat Anal
My Name is Anal
Slow Anal
With a Little Anal From My Friends
#replacesongtitlewithanal",positive
Through the Fire and Anal #replacesongtitlewithanal,positive
@jesussan16 I meant to replace words in the title with anal,positive
Anal From Hell #replacesongtitlewithanal,negative
"@wondroushippo I don't know how I thought of it first, it's much less good",positive
Metallica songs are too easy #replacesongtitlewithanal,negative
Master of Anal #replacesongtitlewithanal,positive
"Broken, Beat, and Anal #replacesongtitlewithanal",positive
Ode to Anal #replacesongtitlewithanal,negative
